altersklasse_covid19,geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
30 - 39,CH02,202236,550,TRUE,155454,0.169,16.900000000000002,260449,211.17,59686.93,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-47,-18.05,-7.9,-0.1999999999999993
30 - 39,CH03,202236,352,TRUE,99187,0.164,16.400000000000002,169764,207.35,58426.4,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-32,-18.85,-8.3,0
30 - 39,CH04,202236,548,TRUE,144477,0.191,19.1,256370,213.75,56354.88,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-98,-38.23,-15.2,-1.4999999999999964
30 - 39,CH05,202236,282,TRUE,98382,0.17,17,166647,169.22,59036.17,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-1,-0.6,-0.4,1.5
30 - 39,CH06,202236,191,TRUE,68654,0.152,15.2,117309,162.82,58524.07,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-16,-13.64,-7.7,-1.8000000000000007
30 - 39,CH07,202236,79,TRUE,26041,0.127,12.7,39781,198.59,65460.9,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-21,-52.79,-21,-2.1999999999999993
40 - 49,CH01,202236,348,TRUE,140112,0.179,17.9,241611,144.03,57990.74,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-33,-13.66,-8.7,-0.40000000000000213
40 - 49,CH02,202236,528,TRUE,137202,0.162,16.2,251727,209.75,54504.28,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-77,-30.59,-12.7,-1.1999999999999993
40 - 49,CH03,202236,311,TRUE,86840,0.145,14.499999999999998,163238,190.52,53198.4,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-52,-31.85,-14.3,-1.0000000000000018
40 - 49,CH04,202236,480,TRUE,122170,0.167,16.7,232249,206.67,52603.03,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-73,-31.44,-13.2,-0.8999999999999986
40 - 49,CH05,202236,278,TRUE,83803,0.168,16.8,155148,179.18,54014.88,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-18,-11.61,-6.1,0.6000000000000014
40 - 49,CH06,202236,210,TRUE,60048,0.167,16.7,113276,185.39,53010.35,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-5,-4.41,-2.3,-1
40 - 49,CH07,202236,88,TRUE,28474,0.141,14.099999999999998,48290,182.23,58964.59,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-6,-12.43,-6.4,0.09999999999999609
50 - 59,CH01,202236,323,TRUE,114817,0.166,16.6,241431,133.79,47556.86,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-12,-4.97,-3.6,0.5
50 - 59,CH02,202236,583,TRUE,123075,0.179,17.9,284457,204.95,43266.64,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-25,-8.79,-4.1,0.3999999999999986
50 - 59,CH03,202236,407,TRUE,77995,0.19,19,180080,226.01,43311.31,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-60,-33.32,-12.8,-1
50 - 59,CH04,202236,547,TRUE,95814,0.191,19.1,223652,244.58,42840.66,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-13,-5.81,-2.3,1.2000000000000028
50 - 59,CH05,202236,296,TRUE,80550,0.179,17.9,182634,162.07,44104.6,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-41,-22.45,-12.2,-0.5
50 - 59,CH06,202236,239,TRUE,56247,0.19,19,129250,184.91,43517.99,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,3,2.32,1.3,-0.40000000000000213
50 - 59,CH07,202236,108,TRUE,27259,0.173,17.299999999999997,58508,184.59,46590.21,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-31,-52.98,-22.3,-3.400000000000002
60 - 69,CH01,202236,255,TRUE,60905,0.131,13.100000000000001,172168,148.11,35375.33,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-14,-8.13,-5.2,0.20000000000000107
60 - 69,CH02,202236,472,TRUE,71389,0.145,14.499999999999998,229423,205.73,31116.76,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-15,-6.54,-3.1,0.49999999999999645
60 - 69,CH03,202236,315,TRUE,42903,0.147,14.7,141538,222.56,30312,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-1,-0.7,-0.3,1.1999999999999993
60 - 69,CH04,202236,388,TRUE,50159,0.135,13.5,157468,246.4,31853.46,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,32,20.32,9,2.0999999999999996
60 - 69,CH05,202236,259,TRUE,46056,0.156,15.6,148172,174.8,31082.8,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-14,-9.45,-5.1,0.7000000000000011
60 - 69,CH06,202236,183,TRUE,30925,0.145,14.499999999999998,98972,184.9,31246.21,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,34,34.35,22.8,2.299999999999999
60 - 69,CH07,202236,97,TRUE,14371,0.156,15.6,43476,223.11,33055.02,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-1,-2.3,-1,1
70 - 79,CH01,202236,201,TRUE,35904,0.103,10.299999999999999,132384,151.83,27121.1,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-18,-13.6,-8.2,-0.20000000000000107
70 - 79,CH02,202236,380,TRUE,40938,0.117,11.700000000000001,175985,215.93,23262.21,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,3,1.71,0.8,0.9000000000000004
70 - 79,CH03,202236,222,TRUE,23085,0.104,10.4,104065,213.33,22183.25,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-5,-4.8,-2.2,0.6999999999999993
70 - 79,CH04,202236,255,TRUE,29078,0.089,8.9,120161,212.22,24199.2,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-9,-7.49,-3.4,0.5
70 - 79,CH05,202236,166,TRUE,24432,0.1,10,106507,155.86,22939.34,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-51,-47.88,-23.5,-1.8999999999999986
70 - 79,CH06,202236,149,TRUE,15527,0.118,11.799999999999999,69169,215.41,22447.92,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,31,44.81,26.3,2.099999999999998
70 - 79,CH07,202236,90,TRUE,9736,0.144,14.399999999999999,36178,248.77,26911.38,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,15,41.46,20,3.1999999999999975
80+,CH01,202236,122,TRUE,28200,0.063,6.3,84930,143.65,33203.81,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,1,1.18,0.8,0.4999999999999991
80+,CH02,202236,204,TRUE,29779,0.063,6.3,107640,189.52,27665.37,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,5,4.64,2.5,0.5999999999999996
80+,CH03,202236,136,TRUE,16858,0.064,6.4,66782,203.65,25243.33,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-11,-16.47,-7.5,0.10000000000000053
80+,CH04,202236,139,TRUE,21048,0.048,4.8,79000,175.95,26643.04,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-33,-41.77,-19.2,-0.7000000000000002
80+,CH05,202236,122,TRUE,17159,0.074,7.3999999999999995,64564,188.96,26576.73,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,2,3.1,1.7,0.7999999999999989
80+,CH06,202236,74,TRUE,11378,0.059,5.8999999999999995,42795,172.92,26587.22,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,18,42.06,32.1,1.2999999999999998
80+,CH07,202236,54,TRUE,8200,0.087,8.7,26276,205.51,31207.19,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-5,-19.03,-8.5,-0.09999999999999964
Unbekannt,CH01,202236,0,TRUE,136,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,0,NA,NA,0
Unbekannt,CH02,202236,0,TRUE,126,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,0,NA,NA,0
Unbekannt,CH03,202236,0,TRUE,80,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-2,NA,-100,-0.1
Unbekannt,CH04,202236,0,TRUE,123,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,-1,NA,-100,0
Unbekannt,CH05,202236,0,TRUE,98,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,0,NA,NA,0
Unbekannt,CH06,202236,0,TRUE,84,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,0,NA,NA,0
Unbekannt,CH07,202236,0,TRUE,78,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-36,0,NA,NA,0
0 - 9,CH01,202237,37,TRUE,50911,0.017,1.7000000000000002,175169,21.12,29063.93,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-20,-11.42,-35.1,-1.2000000000000002
0 - 9,CH02,202237,48,TRUE,59997,0.014,1.4000000000000001,190204,25.24,31543.5,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-30,-15.77,-38.5,-0.9999999999999998
0 - 9,CH03,202237,26,TRUE,40834,0.013,1.3,119828,21.7,34077.18,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-7,-5.84,-21.2,-0.19999999999999996
0 - 9,CH04,202237,51,TRUE,55651,0.019,1.9,164131,31.07,33906.45,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-38,-23.15,-42.7,-1.2000000000000002
0 - 9,CH05,202237,14,TRUE,30849,0.009,0.8999999999999999,121659,11.51,25356.94,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-19,-15.61,-57.6,-1.1
0 - 9,CH06,202237,13,TRUE,24998,0.011,1.0999999999999999,84437,15.4,29605.5,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-21,-24.87,-61.8,-1.6000000000000003
0 - 9,CH07,202237,18,TRUE,10145,0.027,2.7,28476,63.21,35626.49,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,2,7.02,12.5,0.10000000000000009
10 - 19,CH01,202237,108,TRUE,97797,0.049,4.9,180412,59.86,54207.59,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,12,6.65,12.5,0
10 - 19,CH02,202237,153,TRUE,112923,0.044,4.3999999999999995,186961,81.84,60399.23,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-5,-2.67,-3.2,-0.5000000000000009
10 - 19,CH03,202237,94,TRUE,70948,0.048,4.8,113737,82.65,62379,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-37,-32.53,-28.2,-1.2999999999999998
10 - 19,CH04,202237,96,TRUE,89740,0.035,3.5000000000000004,146478,65.54,61265.17,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-55,-37.55,-36.4,-1.7999999999999994
10 - 19,CH05,202237,73,TRUE,71933,0.045,4.5,116312,62.76,61844.87,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-14,-12.04,-16.1,-0.7999999999999998
10 - 19,CH06,202237,61,TRUE,50381,0.051,5.1,81214,75.11,62034.87,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-1,-1.23,-1.6,0.1999999999999993
10 - 19,CH07,202237,44,TRUE,20789,0.067,6.7,33880,129.87,61360.68,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,4,11.81,10,0.2999999999999998
20 - 29,CH01,202237,238,TRUE,137756,0.107,10.7,212883,111.8,64709.72,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,52,24.43,28,1.1999999999999993
20 - 29,CH02,202237,303,TRUE,140064,0.088,8.799999999999999,220645,137.32,63479.34,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,0,0,0,-0.5000000000000018
20 - 29,CH03,202237,199,TRUE,85249,0.102,10.2,132907,149.73,64141.84,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-35,-26.33,-15,-0.7000000000000011
20 - 29,CH04,202237,279,TRUE,114292,0.101,10.100000000000001,185153,150.69,61728.41,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,6,3.24,2.2,0.6000000000000014
20 - 29,CH05,202237,162,TRUE,91110,0.101,10.100000000000001,142072,114.03,64129.46,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,30,21.12,22.7,2.1000000000000014
20 - 29,CH06,202237,120,TRUE,61027,0.101,10.100000000000001,96756,124.02,63073.09,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,3,3.1,2.6,0.8000000000000007
20 - 29,CH07,202237,55,TRUE,23237,0.084,8.4,37316,147.39,62270.88,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,4,10.72,7.8,0.1999999999999993
30 - 39,CH01,202237,375,TRUE,159169,0.169,16.900000000000002,244637,153.29,65063.34,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,14,5.72,3.9,-1.5999999999999979
30 - 39,CH02,202237,507,TRUE,155961,0.147,14.7,260449,194.66,59881.59,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-43,-16.51,-7.8,-2.200000000000003
30 - 39,CH03,202237,288,TRUE,99475,0.147,14.7,169764,169.65,58596.05,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-64,-37.7,-18.2,-1.7000000000000028
30 - 39,CH04,202237,511,TRUE,144988,0.185,18.5,256370,199.32,56554.2,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-37,-14.43,-6.8,-0.6000000000000014
30 - 39,CH05,202237,205,TRUE,98587,0.127,12.7,166647,123.01,59159.18,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-77,-46.21,-27.3,-4.300000000000001
30 - 39,CH06,202237,183,TRUE,68837,0.153,15.299999999999999,117309,156,58680.07,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-8,-6.82,-4.2,0.09999999999999964
30 - 39,CH07,202237,109,TRUE,26150,0.166,16.6,39781,274,65734.9,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,30,75.41,38,3.900000000000002
40 - 49,CH01,202237,371,TRUE,140483,0.167,16.7,241611,153.55,58144.29,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,23,9.52,6.6,-1.1999999999999993
40 - 49,CH02,202237,582,TRUE,137784,0.169,16.900000000000002,251727,231.2,54735.49,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,54,21.45,10.2,0.7000000000000028
40 - 49,CH03,202237,320,TRUE,87160,0.164,16.400000000000002,163238,196.03,53394.43,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,9,5.51,2.9,1.900000000000004
40 - 49,CH04,202237,423,TRUE,122593,0.154,15.4,232249,182.13,52785.16,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-57,-24.54,-11.9,-1.299999999999999
40 - 49,CH05,202237,240,TRUE,84043,0.149,14.899999999999999,155148,154.69,54169.57,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-38,-24.49,-13.7,-1.9000000000000021
40 - 49,CH06,202237,187,TRUE,60235,0.157,15.7,113276,165.08,53175.43,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-23,-20.31,-11,-1
40 - 49,CH07,202237,108,TRUE,28582,0.164,16.400000000000002,48290,223.65,59188.24,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,20,41.42,22.7,2.3000000000000043
50 - 59,CH01,202237,396,TRUE,115213,0.178,17.8,241431,164.02,47720.88,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,73,30.23,22.6,1.1999999999999993
50 - 59,CH02,202237,674,TRUE,123749,0.196,19.6,284457,236.94,43503.59,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,91,31.99,15.6,1.7000000000000028
50 - 59,CH03,202237,391,TRUE,78386,0.2,20,180080,217.13,43528.43,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-16,-8.88,-3.9,1
50 - 59,CH04,202237,527,TRUE,96341,0.191,19.1,223652,235.63,43076.3,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-20,-8.95,-3.7,0
50 - 59,CH05,202237,323,TRUE,80873,0.201,20.1,182634,176.86,44281.46,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,27,14.79,9.1,2.200000000000003
50 - 59,CH06,202237,235,TRUE,56482,0.197,19.7,129250,181.82,43699.81,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-4,-3.09,-1.7,0.6999999999999993
50 - 59,CH07,202237,111,TRUE,27370,0.169,16.900000000000002,58508,189.72,46779.93,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,3,5.13,2.8,-0.399999999999995
60 - 69,CH01,202237,286,TRUE,61191,0.129,12.9,172168,166.12,35541.45,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,31,18.01,12.2,-0.20000000000000107
60 - 69,CH02,202237,515,TRUE,71904,0.15,15,229423,224.48,31341.23,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,43,18.75,9.1,0.5000000000000018
60 - 69,CH03,202237,325,TRUE,43228,0.166,16.6,141538,229.62,30541.62,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,10,7.06,3.2,1.9000000000000021
60 - 69,CH04,202237,403,TRUE,50562,0.146,14.6,157468,255.93,32109.38,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,15,9.53,3.9,1.0999999999999996
60 - 69,CH05,202237,263,TRUE,46319,0.163,16.3,148172,177.5,31260.29,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,4,2.7,1.5,0.7000000000000011
60 - 69,CH06,202237,166,TRUE,31091,0.139,13.900000000000002,98972,167.72,31413.94,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-17,-17.18,-9.3,-0.5999999999999961
60 - 69,CH07,202237,78,TRUE,14449,0.119,11.899999999999999,43476,179.41,33234.43,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-19,-43.7,-19.6,-3.700000000000001
70 - 79,CH01,202237,241,TRUE,36145,0.108,10.8,132384,182.05,27303.15,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,40,30.22,19.9,0.5000000000000018
70 - 79,CH02,202237,438,TRUE,41376,0.127,12.7,175985,248.88,23511.09,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,58,32.95,15.3,0.9999999999999982
70 - 79,CH03,202237,198,TRUE,23283,0.101,10.100000000000001,104065,190.27,22373.52,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-24,-23.06,-10.8,-0.29999999999999893
70 - 79,CH04,202237,296,TRUE,29374,0.107,10.7,120161,246.34,24445.54,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,41,34.12,16.1,1.799999999999999
70 - 79,CH05,202237,213,TRUE,24645,0.132,13.200000000000001,106507,199.99,23139.32,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,47,44.13,28.3,3.200000000000001
70 - 79,CH06,202237,134,TRUE,15661,0.112,11.200000000000001,69169,193.73,22641.65,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-15,-21.68,-10.1,-0.5999999999999979
70 - 79,CH07,202237,91,TRUE,9827,0.138,13.8,36178,251.53,27162.92,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,1,2.76,1.1,-0.5999999999999979
80+,CH01,202237,170,TRUE,28370,0.077,7.7,84930,200.16,33403.98,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,48,56.51,39.3,1.4000000000000004
80+,CH02,202237,223,TRUE,30002,0.065,6.5,107640,207.17,27872.54,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,19,17.65,9.3,0.20000000000000018
80+,CH03,202237,115,TRUE,16973,0.059,5.8999999999999995,66782,172.2,25415.53,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-21,-31.45,-15.4,-0.5000000000000009
80+,CH04,202237,168,TRUE,21216,0.061,6.1,79000,212.66,26855.7,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,29,36.71,20.9,1.2999999999999998
80+,CH05,202237,117,TRUE,17276,0.073,7.3,64564,181.22,26757.95,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-5,-7.74,-4.1,-0.09999999999999964
80+,CH06,202237,94,TRUE,11472,0.079,7.9,42795,219.65,26806.87,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,20,46.73,27,2.000000000000001
80+,CH07,202237,44,TRUE,8244,0.067,6.7,26276,167.45,31374.64,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,-10,-38.06,-18.5,-1.9999999999999991
Unbekannt,CH01,202237,0,TRUE,136,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,0,NA,NA,0
Unbekannt,CH02,202237,1,TRUE,127,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,1,NA,NA,0
Unbekannt,CH03,202237,0,TRUE,80,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,0,NA,NA,0
Unbekannt,CH04,202237,1,TRUE,124,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,1,NA,NA,0
Unbekannt,CH05,202237,0,TRUE,98,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,0,NA,NA,0
Unbekannt,CH06,202237,1,TRUE,85,0.001,0.1,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,1,NA,NA,0.1
Unbekannt,CH07,202237,0,TRUE,78,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-37,0,NA,NA,0
0 - 9,CH01,202238,27,TRUE,50938,0.012,1.2,175169,15.41,29079.35,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-10,-5.71,-27,-0.5000000000000002
0 - 9,CH02,202238,36,TRUE,60033,0.01,1,190204,18.93,31562.43,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-12,-6.31,-25,-0.40000000000000013
0 - 9,CH03,202238,35,TRUE,40869,0.015,1.5,119828,29.21,34106.39,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,9,7.51,34.6,0.19999999999999996
0 - 9,CH04,202238,37,TRUE,55688,0.011,1.0999999999999999,164131,22.54,33929,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-14,-8.53,-27.5,-0.8
0 - 9,CH05,202238,19,TRUE,30868,0.01,1,121659,15.62,25372.56,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,5,4.11,35.7,0.10000000000000009
0 - 9,CH06,202238,18,TRUE,25016,0.015,1.5,84437,21.32,29626.82,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,5,5.92,38.5,0.40000000000000013
0 - 9,CH07,202238,5,TRUE,10150,0.006,0.6,28476,17.56,35644.05,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-13,-45.65,-72.2,-2.1
10 - 19,CH01,202238,85,TRUE,97882,0.038,3.8,180412,47.11,54254.71,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-23,-12.75,-21.3,-1.1000000000000005
10 - 19,CH02,202238,142,TRUE,113065,0.039,3.9,186961,75.95,60475.18,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-11,-5.89,-7.2,-0.49999999999999956
10 - 19,CH03,202238,73,TRUE,71021,0.031,3.1,113737,64.18,62443.18,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-21,-18.47,-22.3,-1.6999999999999997
10 - 19,CH04,202238,114,TRUE,89854,0.034,3.4000000000000004,146478,77.83,61343,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,18,12.29,18.8,-0.10000000000000009
10 - 19,CH05,202238,63,TRUE,71996,0.032,3.2,116312,54.16,61899.03,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-10,-8.6,-13.7,-1.2999999999999998
10 - 19,CH06,202238,47,TRUE,50428,0.038,3.8,81214,57.87,62092.74,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-14,-17.24,-23,-1.2999999999999998
10 - 19,CH07,202238,40,TRUE,20829,0.047,4.7,33880,118.06,61478.75,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-4,-11.81,-9.1,-2
20 - 29,CH01,202238,203,TRUE,137959,0.092,9.2,212883,95.36,64805.08,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,-35,-16.44,-14.7,-1.5
20 - 29,CH02,202238,319,TRUE,140383,0.088,8.799999999999999,220645,144.58,63623.92,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-38,16,7.26,5.3,0
